Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Wantirna South,41 Witken Av,4,h,930000,S,Noel,2017-07-29,14.7,3152,4,2,2,639,120,1970,Knox City Council,-37.8789,145.24262,Eastern Metropolitan,7082
Watsonia,2/10 Powley Pde,2,u,686000,S,Darren,2017-07-29,14.5,3087,2,1,1,169,120,2007,Banyule City Council,-37.71607,145.07884,Northern Metropolitan,2329
Watsonia North,9 Binnak Dr,4,h,600000,PI,Nelson,2017-07-29,14.5,3087,4,2,2,600,120,1970,Banyule City Council,-37.69275,145.08479,Northern Metropolitan,1442
Watsonia North,33 MacOrna St,4,h,755000,S,HAR,2017-07-29,14.5,3087,4,1,2,613,120,1970,Banyule City Council,-37.7002,145.08434,Northern Metropolitan,1442
Werribee,12 Bridge St,2,h,678000,S,YPA,2017-07-29,14.7,3030,2,1,1,487,120,1970,Wyndham City Council,-37.90379,144.66165,Western Metropolitan,16166
Werribee,18 Conquest Dr,4,h,645000,PI,hockingstuart,2017-07-29,14.7,3030,4,2,2,555,237,2002,Wyndham City Council,-37.89359,144.66911,Western Metropolitan,16166
Werribee,46 Coventry Dr,4,h,482500,S,YPA,2017-07-29,14.7,3030,4,2,0,533,170,1980,Wyndham City Council,-37.89337,144.64003,Western Metropolitan,16166
Werribee,13b Kingfisher Ct,3,u,394000,PI,hockingstuart,2017-07-29,14.7,3030,3,2,4,287,137,2013,Wyndham City Council,-37.87895,144.6707,Western Metropolitan,16166
Werribee,40 Tarneit Rd,3,h,597000,S,Ray,2017-07-29,14.7,3030,3,1,1,672,120,1970,Wyndham City Council,-37.89402,144.66276,Western Metropolitan,16166
West Footscray,24 Elphinstone St,4,h,1300000,SP,Jas,2017-07-29,6.4,3012,4,2,2,588,120,1970,Maribyrnong City Council,-37.79458,144.87271,Western Metropolitan,5058
Westmeadows,43 Bamford Av,4,h,821000,S,YPA,2017-07-29,16.5,3049,4,3,2,544,264,1997,Hume City Council,-37.67841,144.87924,Northern Metropolitan,2474
Westmeadows,170 Erinbank Cr,3,h,600000,SP,Stockdale,2017-07-29,16.5,3049,3,1,2,560,107,1970,Hume City Council,-37.6697,144.90204,Northern Metropolitan,2474
Westmeadows,4 Pershore Ct,3,h,635000,S,Barry,2017-07-29,16.5,3049,3,2,1,691,177,1975,Hume City Council,-37.68026,144.88468,Northern Metropolitan,2474
Wheelers Hill,7 Ondine Dr,5,h,1095000,S,Ray,2017-07-29,16.7,3150,5,2,2,629,120,1970,Monash City Council,-37.91636,145.17581,South-Eastern Metropolitan,7392
Wheelers Hill,9 Xavier Dr,4,h,600000,PN,Harcourts,2017-07-29,16.7,3150,4,2,2,656,175,1980,Monash City Council,-37.92009,145.18449,South-Eastern Metropolitan,7392
Whittlesea,30 Sherwin St,3,h,601000,S,Ray,2017-07-29,35.5,3757,3,2,1,972,149,1996,Whittlesea City Council,-37.51232,145.13282,Northern Victoria,2170
Williamstown,75 Cecil St,3,h,1050000,VB,Williams,2017-07-29,6.8,3016,3,1,0,179,115,1890,Hobsons Bay City Council,-37.86558,144.90474,Western Metropolitan,6380
Williamstown,87 Pasco St,3,h,1285000,S,Jas,2017-07-29,6.8,3016,3,1,0,296,120,1970,Hobsons Bay City Council,-37.86335,144.89487,Western Metropolitan,6380
Wollert,60 Saltlake Bvd,3,h,525300,S,Stockdale,2017-07-29,25.5,3750,3,2,2,400,120,1970,Whittlesea City Council,-37.61387,145.0385,Northern Metropolitan,2940
Yarraville,2 Adeney St,2,h,750000,SP,hockingstuart,2017-07-29,6.3,3013,2,1,2,269,120,1970,Maribyrnong City Council,-37.81649,144.86731,Western Metropolitan,6543
Yarraville,54 Pentland Pde,6,h,2450000,VB,Village,2017-07-29,6.3,3013,6,3,2,1087,388,1920,Maribyrnong City Council,-37.81038,144.89389,Western Metropolitan,6543
Aberfeldie,1 Alma St,4,h,1436000,S,Brad,2017-03-09,7.5,3040,4,3,3,511,187,1922,Moonee Valley City Council,-37.75788,144.90487,Western Metropolitan,1543
Albion,40 Ridley St,5,h,905000,S,hockingstuart,2017-03-09,10.5,3020,5,2,3,732,120,1925,Brimbank City Council,-37.78345,144.82295,Western Metropolitan,2185
Alphington,22 Harker St,4,h,1680000,S,Love,2017-03-09,5.7,3078,4,3,2,720,120,1970,Darebin City Council,-37.77928,145.02993,Northern Metropolitan,2211
Altona,86 Grieve Pde,3,h,913000,S,Greg,2017-03-09,11.0,3018,3,2,3,530,148,1985,Hobsons Bay City Council,-37.8614,144.81931,Western Metropolitan,5301
Altona Meadows,96 Linden St,3,h,590000,PI,hockingstuart,2017-03-09,15.5,3028,3,1,2,459,120,1970,Hobsons Bay City Council,-37.87063,144.77632,Western Metropolitan,7630
Altona North,95 Marion St,3,h,1070000,PI,RT,2017-03-09,9.4,3025,3,1,3,693,134,1950,Hobsons Bay City Council,-37.83511,144.84905,Western Metropolitan,5132
Armadale,121 Kooyong Rd,4,h,5100000,S,Marshall,2017-03-09,6.3,3143,4,2,2,761,255,1900,Stonnington City Council,-37.85249,145.02091,Southern Metropolitan,4836
Armadale,2/26 Mercer Rd,2,u,820000,S,Jellis,2017-03-09,6.3,3143,2,1,1,1501,120,1970,Stonnington City Council,-37.8528,145.02684,Southern Metropolitan,4836
Ascot Vale,132 The Parade,3,h,985000,S,Brad,2017-03-09,4.3,3032,3,1,2,245,91,1945,Moonee Valley City Council,-37.77215,144.91144,Western Metropolitan,6567
Ashburton,3 Hudson Ct,3,h,600000,S,Jellis,2017-03-09,10.2,3147,3,1,2,665,120,1950,Boroondara City Council,-37.86684,145.09004,Southern Metropolitan,3052
Ashburton,35 Morotai Av,4,t,600000,PI,Buxton,2017-03-09,10.2,3147,4,3,2,286,234,2014,Boroondara City Council,-37.86697,145.08165,Southern Metropolitan,3052
Balaclava,16/109 Hotham St,2,u,600000,VB,Buxton,2017-03-09,6.4,3183,2,1,1,2283,85,1980,Port Phillip City Council,-37.87078,144.99898,Southern Metropolitan,2952
Balwyn North,2 Carrington St,3,h,1785000,PI,Jellis,2017-03-09,9.7,3104,3,2,3,683,120,1970,Boroondara City Council,-37.80273,145.08392,Southern Metropolitan,7809
Balwyn North,74 Greythorn Rd,4,h,600000,PI,RT,2017-03-09,9.7,3104,4,3,4,1080,120,1970,Boroondara City Council,-37.79711,145.09814,Southern Metropolitan,7809
Balwyn North,65 Longview Rd,4,h,2650000,VB,Marshall,2017-03-09,9.7,3104,4,2,2,996,120,1970,Boroondara City Council,-37.7883,145.07805,Southern Metropolitan,7809
Balwyn North,17 Vicars St,5,h,1951000,S,Marshall,2017-03-09,9.7,3104,5,3,3,711,120,1960,Boroondara City Council,-37.79066,145.09004,Southern Metropolitan,7809
Bayswater,3 Grieve St,3,h,824000,S,One,2017-03-09,23.2,3153,3,1,2,725,112,1980,Knox City Council,-37.85063,145.25802,Eastern Metropolitan,5030
Bentleigh,42 Campbell St,4,t,600000,PI,Buxton,2017-03-09,11.4,3204,4,4,2,697,120,1970,Glen Eira City Council,-37.91834,145.03313,Southern Metropolitan,6795
Bentleigh East,16 Clifton St,4,h,1216000,S,Jellis,2017-03-09,13.8,3165,4,1,2,583,120,1970,Glen Eira City Council,-37.93206,145.07929,Southern Metropolitan,10969
Bentleigh East,11 Cormick St,3,h,600000,VB,Buxton,2017-03-09,13.8,3165,3,2,1,337,170,1971,Glen Eira City Council,-37.92187,145.07292,Southern Metropolitan,10969
Bentleigh East,15 Huntingdon Rd,2,h,1575000,S,Jellis,2017-03-09,13.8,3165,2,1,5,587,120,1970,Glen Eira City Council,-37.91567,145.05357,Southern Metropolitan,10969
Bentleigh East,3 Namron St,3,h,600000,PI,Buxton,2017-03-09,13.8,3165,3,1,2,589,126,1970,Glen Eira City Council,-37.9341,145.067,Southern Metropolitan,10969
Bentleigh East,45 Tambet St,3,h,1470000,SP,Buxton,2017-03-09,13.8,3165,3,2,2,616,154,1960,Glen Eira City Council,-37.91506,145.07121,Southern Metropolitan,10969
Berwick,18 Viewgrand Dr,4,h,975000,SP,Harcourts,2017-03-09,35.2,3806,4,3,2,675,332,2005,Casey City Council,-38.06508,145.35417,Eastern Victoria,17093
Black Rock,20 Iona St,4,h,1950000,PI,hockingstuart,2017-03-09,17.3,3193,4,3,2,665,206,1950,Bayside City Council,-37.97359,145.01884,Southern Metropolitan,2866
Blackburn,3 Hamilton Av,3,h,600000,S,Jellis,2017-03-09,13.4,3130,3,2,2,615,120,1970,Whitehorse City Council,-37.81369,145.14412,Eastern Metropolitan,5713
Blackburn North,12 Katrina St,3,h,1160000,S,Fletchers,2017-03-09,13.4,3130,3,2,1,583,120,1970,Whitehorse City Council,-37.80347,145.1427,Eastern Metropolitan,2867
Blackburn North,58 Kett St,3,h,600000,VB,Fletchers,2017-03-09,13.4,3130,3,1,1,541,120,1970,Whitehorse City Council,-37.80424,145.16886,Eastern Metropolitan,2867
Blackburn North,15 Merle St,4,h,1375000,S,Jellis,2017-03-09,13.4,3130,4,1,3,757,150,1968,Whitehorse City Council,-37.80815,145.15441,Eastern Metropolitan,2867
Blackburn North,78 Shafer Rd,3,h,1320000,SP,Noel,2017-03-09,13.4,3130,3,2,4,798,120,1970,Whitehorse City Council,-37.80752,145.14878,Eastern Metropolitan,2867
Box Hill,20 Graham Pl,3,h,2831000,S,Lindellas,2017-03-09,10.9,3128,3,1,3,1100,120,1970,Whitehorse City Council,-37.8164,145.12964,Eastern Metropolitan,4605
Box Hill,6 Parkside Av,2,h,1820000,SP,Buxton,2017-03-09,10.9,3128,2,1,2,701,94,1940,Whitehorse City Council,-37.82756,145.11897,Eastern Metropolitan,4605
Briar Hill,3/25 Williams Rd,2,u,610000,S,Morrison,2017-03-09,16.1,3088,2,1,1,180,120,1970,Banyule City Council,-37.70924,145.11412,Eastern Metropolitan,1390
Brighton,81 Carpenter St,5,h,600000,PI,Hodges,2017-03-09,10.5,3186,5,4,2,472,292,2013,Bayside City Council,-37.91038,144.99986,Southern Metropolitan,10579
Brighton,139 Cole St,5,h,5500000,VB,Marshall,2017-03-09,10.5,3186,5,5,2,830,120,1970,Bayside City Council,-37.89544,145.00279,Southern Metropolitan,10579
Brighton East,9 Berkeley Gr,4,h,2515000,S,Marshall,2017-03-09,10.3,3187,4,2,2,583,323,1925,Bayside City Council,-37.90953,145.0155,Southern Metropolitan,6938
Brighton East,1/9 Binnie St,2,u,817500,S,Buxton,2017-03-09,10.3,3187,2,1,1,111,95,1970,Bayside City Council,-37.92416,145.00658,Southern Metropolitan,6938
Brighton East,9 Dunoon Ct,3,h,1590000,S,Marshall,2017-03-09,10.3,3187,3,2,3,594,120,1970,Bayside City Council,-37.91166,145.02265,Southern Metropolitan,6938
Brighton East,12 Hughes St,3,h,1775000,S,Gary,2017-03-09,10.3,3187,3,1,1,602,120,1970,Bayside City Council,-37.92066,145.01629,Southern Metropolitan,6938
Brighton East,31 Shasta Av,4,h,600000,SP,Marshall,2017-03-09,10.3,3187,4,3,2,603,120,1970,Bayside City Council,-37.91679,145.00989,Southern Metropolitan,6938
Broadmeadows,23 Bicknell Ct,3,h,673000,S,Stockdale,2017-03-09,14.0,3047,3,1,1,659,120,1970,Hume City Council,-37.69404,144.91764,Northern Metropolitan,4294
Brunswick,57 Edward St,3,h,1200000,S,Nelson,2017-03-09,5.2,3056,3,2,1,249,120,1970,Moreland City Council,-37.77394,144.96317,Northern Metropolitan,11918
Brunswick,204/34 Union St,2,u,600000,SP,Jellis,2017-03-09,5.2,3056,2,1,1,2673,75,2010,Moreland City Council,-37.77379,144.9585,Northern Metropolitan,11918
Brunswick,39 Wilkinson St,2,h,800000,VB,hockingstuart,2017-03-09,5.2,3056,2,1,0,140,90,1890,Moreland City Council,-37.76806,144.9598,Northern Metropolitan,11918
Brunswick East,18 Ethel St,2,h,1023000,S,Domain,2017-03-09,4.0,3057,2,1,2,154,76,1890,Moreland City Council,-37.77221,144.97537,Northern Metropolitan,5533
Brunswick East,188 Stewart St,3,h,600000,S,Nelson,2017-03-09,4.0,3057,3,1,1,395,120,1970,Moreland City Council,-37.76503,144.97589,Northern Metropolitan,5533
Brunswick West,2A Bakers Pde,3,h,600000,PI,Nelson,2017-03-09,5.2,3055,3,2,2,487,121,1950,Moreland City Council,-37.75396,144.94549,Northern Metropolitan,7082
Bundoora,30 Glenn Cr,3,h,680000,S,Ray,2017-03-09,12.1,3083,3,1,2,532,106,1977,Banyule City Council,-37.69669,145.04515,Northern Metropolitan,10175
Bundoora,1188 Plenty Rd,3,h,715000,SP,Stockdale,2017-03-09,12.1,3083,3,1,1,541,120,1960,Banyule City Council,-37.70603,145.05423,Northern Metropolitan,10175
Burnside,22 Paringa Wy,3,h,657500,SP,Harcourts,2017-03-09,14.8,3023,3,2,2,631,120,1970,Melton City Council,-37.75225,144.7552,Western Metropolitan,1607
Burwood East,2 Howitt Pl,3,h,930000,S,Fletchers,2017-03-09,14.7,3151,3,2,2,369,120,1970,Whitehorse City Council,-37.85793,145.13925,Eastern Metropolitan,4048
Burwood East,18 Tainton Rd,3,h,600000,SN,Woodards,2017-03-09,14.7,3151,3,2,1,598,120,1970,Whitehorse City Council,-37.84904,145.15614,Eastern Metropolitan,4048
Camberwell,78 Bowen St,4,h,4060000,S,Kay,2017-03-09,7.7,3124,4,3,2,947,120,1970,Boroondara City Council,-37.84457,145.06218,Southern Metropolitan,8920
Camberwell,3/25 Thomas St,2,u,692500,S,Noel,2017-03-09,7.7,3124,2,1,1,145,72,1970,Boroondara City Council,-37.84197,145.09374,Southern Metropolitan,8920
Carlton North,521 Canning St,2,h,1520000,PI,Woodards,2017-03-09,3.5,3054,2,1,1,193,106,1900,Melbourne City Council,-37.78406,144.97494,Northern Metropolitan,3106
Caulfield East,24 Clifton St,4,h,1609000,S,Gary,2017-03-09,8.4,3145,4,2,2,664,155,1900,Glen Eira City Council,-37.88376,145.04476,Southern Metropolitan,608
Chadstone,2 Ashby Ct,3,h,600000,SP,Bekdon,2017-03-09,11.7,3148,3,1,1,706,145,1960,Monash City Council,-37.88527,145.10782,Southern Metropolitan,3582
Chelsea,84 Hughes Av,3,h,600000,SP,Biggin,2017-03-09,27.0,3196,3,1,2,604,120,1970,Kingston City Council,-38.04136,145.12419,South-Eastern Metropolitan,3906
Cheltenham,4 Warren Rd,3,h,1295000,S,O'Brien,2017-03-09,17.9,3192,3,2,2,657,195,1958,Bayside City Council,-37.95499,145.06775,Southern Metropolitan,9758
Clayton South,2/21 Oakes Av,2,u,575000,SP,Buxton,2017-03-09,17.5,3169,2,1,2,914,89,1970,Kingston City Council,-37.93524,145.1306,South-Eastern Metropolitan,4734
Coburg,18 Davis St,4,h,1055000,S,Brad,2017-03-09,6.7,3058,4,1,1,560,120,1970,Darebin City Council,-37.74192,144.95097,Northern Metropolitan,11204
Coburg,38 Gordon St,4,h,1080000,VB,Nelson,2017-03-09,6.7,3058,4,1,1,452,120,1970,Darebin City Council,-37.75089,144.94833,Northern Metropolitan,11204
Coburg,87 Phillips St,3,h,1210000,S,McDonald,2017-03-09,6.7,3058,3,1,4,460,141,1920,Darebin City Council,-37.74513,144.95458,Northern Metropolitan,11204
Coburg,60 Woiwurung Cr,2,t,631000,S,Brad,2017-03-09,6.7,3058,2,2,1,1965,103,2000,Darebin City Council,-37.73615,144.97455,Northern Metropolitan,11204
Coburg North,5 Gould St,4,h,926000,SP,RW,2017-03-09,6.7,3058,4,1,5,565,120,1970,Darebin City Council,-37.72525,144.96583,Northern Metropolitan,3445
Coolaroo,3 Thorpdale Av,3,h,457000,S,YPA,2017-03-09,17.4,3048,3,1,2,551,118,1975,Hume City Council,-37.65532,144.93393,Northern Metropolitan,1124
Craigieburn,30 Gateshead St,4,h,505000,S,RW,2017-03-09,20.6,3064,4,2,2,406,120,1970,Hume City Council,-37.57008,144.90388,Northern Metropolitan,15510
Cremorne,36 Dover St,3,h,600000,S,Jellis,2017-03-09,2.4,3121,3,1,1,143,120,1871,Yarra City Council,-37.82648,144.99186,Northern Metropolitan,1123
Croydon,34 Ruskin Av,4,h,730000,VB,Fletchers,2017-03-09,23.0,3136,4,2,2,655,184,1965,Maroondah City Council,-37.79725,145.29651,Eastern Metropolitan,11925
Croydon,10 Thackeray Ct,3,h,600000,PN,McGrath,2017-03-09,23.0,3136,3,1,2,1351,125,1970,Maroondah City Council,-37.79602,145.29537,Eastern Metropolitan,11925
Croydon,46 Vinter Av,3,h,1005000,S,iTRAK,2017-03-09,23.0,3136,3,1,8,1082,120,1970,Maroondah City Council,-37.80618,145.27755,Eastern Metropolitan,11925
Croydon Hills,4 Merrill Cr,3,h,790000,S,Hoskins,2017-03-09,23.0,3136,3,2,2,659,131,1987,Maroondah City Council,-37.77473,145.26256,Eastern Metropolitan,1705
Croydon Hills,5 Tavistock Ct,3,h,931000,S,Hoskins,2017-03-09,23.0,3136,3,2,2,899,120,1970,Maroondah City Council,-37.78028,145.26581,Eastern Metropolitan,1705
Croydon North,4 Selby Ct,3,h,857000,S,Philip,2017-03-09,23.0,3136,3,2,1,1007,250,1980,Maroondah City Council,-37.76653,145.29163,Eastern Metropolitan,2985
Dallas,8 Echuca St,3,h,477000,S,YPA,2017-03-09,14.0,3047,3,1,1,627,97,1960,Hume City Council,-37.66781,144.93809,Northern Metropolitan,2246
Dandenong,18 Bulong St,3,h,500000,S,C21,2017-03-09,24.7,3175,3,1,1,372,120,1970,Greater Dandenong City Council,-37.98383,145.20342,South-Eastern Metropolitan,10894
Dandenong,19 Ross St,3,h,510000,S,McLennan,2017-03-09,24.7,3175,3,2,1,673,125,1995,Greater Dandenong City Council,-37.98096,145.22621,South-Eastern Metropolitan,10894
Dandenong North,39 Galloway St,3,h,632000,SP,Del,2017-03-09,24.7,3175,3,1,2,544,120,1970,Greater Dandenong City Council,-37.95135,145.19806,South-Eastern Metropolitan,8322
Diamond Creek,17 Wentworth Cl,4,h,950000,SP,Barry,2017-03-09,21.8,3089,4,2,2,879,235,1995,Nillumbik Shire Council,-37.68001,145.16,Northern Victoria,4258
Dingley Village,13 Wheatland Cr,4,h,955000,S,Obrien,2017-03-09,22.2,3172,4,2,2,615,120,1970,Kingston City Council,-37.96746,145.12788,South-Eastern Metropolitan,3940
Doncaster,7 Ambrose St,4,h,1375000,S,Barry,2017-03-09,12.4,3108,4,2,3,652,218,1970,Manningham City Council,-37.78145,145.13598,Eastern Metropolitan,9028
Doncaster,13 Winbrook Ct,5,h,1820000,S,Buxton,2017-03-09,12.4,3108,5,3,2,630,120,1970,Manningham City Council,-37.78151,145.12515,Eastern Metropolitan,9028
Doncaster East,11 Avocet St,3,h,1482000,S,Jellis,2017-03-09,14.3,3109,3,1,3,713,120,1970,Manningham City Council,-37.79507,145.15914,Eastern Metropolitan,10999
Doncaster East,69 Bowen Rd,4,h,1470000,PI,Barry,2017-03-09,14.3,3109,4,2,2,775,120,1970,Manningham City Council,-37.80126,145.1665,Eastern Metropolitan,10999
Doncaster East,41 Cassowary St,4,h,600000,SN,Noel,2017-03-09,14.3,3109,4,2,3,735,120,1960,Manningham City Council,-37.79524,145.15441,Eastern Metropolitan,10999
Doncaster East,50A Cassowary St,4,t,1175000,S,Barry,2017-03-09,14.3,3109,4,2,2,723,235,2009,Manningham City Council,-37.79545,145.15372,Eastern Metropolitan,10999
Doncaster East,12 Harman Cl,4,h,600000,VB,Jellis,2017-03-09,14.3,3109,4,2,2,873,239,1985,Manningham City Council,-37.75764,145.18048,Eastern Metropolitan,10999
Doncaster East,28 Highfield Rd,3,h,1381000,S,Ray,2017-03-09,14.3,3109,3,2,1,646,170,1975,Manningham City Council,-37.78758,145.16792,Eastern Metropolitan,10999
Doncaster East,8 Rosamond Cr,3,h,1620000,S,Fletchers,2017-03-09,14.3,3109,3,2,1,848,120,1970,Manningham City Council,-37.78693,145.16384,Eastern Metropolitan,10999
Donvale,4/8 Old Warrandyte Rd,3,t,1171000,S,Noel,2017-03-09,16.1,3111,3,2,2,247,120,1970,Manningham City Council,-37.79056,145.17512,Eastern Metropolitan,4790
Doreen,6 Aria Ct,4,h,555000,S,HAR,2017-03-09,25.9,3754,4,2,2,387,120,1970,Nillumbik Shire Council,-37.59589,145.11364,Northern Victoria,7254
East Melbourne,132 Gipps St,4,h,600000,S,Sotheby's,2017-03-09,1.3,3002,4,1,2,347,120,1970,Melbourne City Council,-37.81275,144.98498,Northern Metropolitan,3040
Eltham,2 Eurabbie Ct,4,h,600000,SP,Barry,2017-03-09,18.0,3095,4,2,2,965,222,1985,Banyule City Council,-37.70866,145.16207,Eastern Metropolitan,6990
Eltham North,21 Kelway Cr,3,h,881017,SP,Morrison,2017-03-09,18.0,3095,3,2,2,662,120,1970,Banyule City Council,-37.70519,145.13315,Eastern Metropolitan,2346
Elwood,70 Addison St,3,h,600000,SN,Whiting,2017-03-09,7.2,3184,3,2,2,331,260,1929,Port Phillip City Council,-37.87834,144.98021,Southern Metropolitan,8989
Elwood,1/4 Southey Ct,2,u,670000,VB,Chisholm,2017-03-09,7.2,3184,2,1,0,643,120,1950,Port Phillip City Council,-37.87571,144.98702,Southern Metropolitan,8989
Epping,9 Bishop Pl,4,h,652000,S,HAR,2017-03-09,19.6,3076,4,1,5,548,120,1970,Whittlesea City Council,-37.65256,145.04093,Northern Metropolitan,10926
Epping,4 Longwood Dr,3,h,557500,SP,Millership,2017-03-09,19.6,3076,3,1,2,654,120,1970,Whittlesea City Council,-37.63923,145.05306,Northern Metropolitan,10926
Essendon,3/1 Cameron Rd,4,t,1185000,S,Barry,2017-03-09,7.5,3040,4,3,1,205,168,2010,Moonee Valley City Council,-37.74588,144.927,Western Metropolitan,9264
Essendon,24 Fletcher St,4,h,2100000,VB,Nelson,2017-03-09,7.5,3040,4,2,3,920,256,1990,Moonee Valley City Council,-37.7554,144.92351,Western Metropolitan,9264
Essendon,104 Hoffmans Rd,4,h,900000,S,Barry,2017-03-09,7.5,3040,4,1,1,478,120,1970,Moonee Valley City Council,-37.74424,144.89149,Western Metropolitan,9264
Essendon,126 Market St,3,h,1500000,S,Nelson,2017-03-09,7.5,3040,3,1,2,649,120,1970,Moonee Valley City Council,-37.74212,144.89256,Western Metropolitan,9264
Essendon North,89a Kerferd St,3,u,801000,S,Nelson,2017-03-09,8.2,3041,3,2,1,256,125,2000,Moonee Valley City Council,-37.73594,144.89929,Western Metropolitan,1308
Fairfield,103 Arthur St,3,h,1492000,S,Nelson,2017-03-09,5.7,3078,3,2,1,292,117,1930,Darebin City Council,-37.77788,145.01964,Northern Metropolitan,2970
Fawkner,5A Edward St,2,t,515000,SP,Alexkarbon,2017-03-09,13.1,3060,2,1,2,177,84,2013,Hume City Council,-37.70982,144.96397,Northern Metropolitan,5070
Ferntree Gully,2 Kya Cl,3,h,760000,S,Barry,2017-03-09,24.8,3156,3,1,2,944,104,1981,Knox City Council,-37.87558,145.27197,Eastern Metropolitan,10788
Fitzroy,130 Gore St,3,h,2300000,S,Jellis,2017-03-09,2.1,3065,3,2,1,203,163,1890,Yarra City Council,-37.80475,144.98228,Northern Metropolitan,5825
Flemington,98 Canterbury St,2,h,1090000,S,Alexkarbon,2017-03-09,3.4,3031,2,1,2,263,120,1970,Melbourne City Council,-37.78128,144.92325,Northern Metropolitan,3593
Flemington,43 Waltham St,3,h,1500000,VB,Nelson,2017-03-09,3.4,3031,3,1,2,241,119,1970,Melbourne City Council,-37.78365,144.93015,Northern Metropolitan,3593
Footscray,20 Hocking St,3,h,810000,SP,Jas,2017-03-09,5.1,3011,3,2,2,121,120,2014,Maribyrnong City Council,-37.79949,144.88487,Western Metropolitan,7570
Forest Hill,11 Heathcote Dr,2,u,730000,SP,Noel,2017-03-09,15.4,3131,2,1,1,296,296,1998,Whitehorse City Council,-37.83633,145.16873,Eastern Metropolitan,4385
Forest Hill,9 Leddy St,3,h,600000,SN,Noel,2017-03-09,15.4,3131,3,2,4,540,120,1971,Whitehorse City Council,-37.83852,145.18048,Eastern Metropolitan,4385
Frankston,4 Eton Ct,4,h,695000,S,Ray,2017-03-09,38.0,3199,4,1,3,713,109,1950,Frankston City Council,-38.15675,145.12707,South-Eastern Metropolitan,17055
Frankston,30 Petrie St,3,h,938000,S,hockingstuart,2017-03-09,38.0,3199,3,1,1,972,120,1970,Frankston City Council,-38.13954,145.13086,South-Eastern Metropolitan,17055
